ids,age,balance,day,duration,pdays,job,contact,marital,default,y
16805,45,1103,24,828,-1,blue-collar,cellular,married,no,no
39939,49,5887,2,181,293,management,cellular,married,no,yes
28278,33,603,29,265,-1,management,cellular,married,no,no
16595,51,603,24,853,-1,blue-collar,cellular,married,no,yes
6066,43,278,26,14,-1,services,unknown,married,no,no
31045,46,2732,11,184,-1,management,telephone,married,no,no
6700,28,448,28,307,-1,blue-collar,unknown,single,no,no
28510,45,125,29,304,-1,self-employed,cellular,married,no,no
42365,37,4842,25,170,-1,management,cellular,married,no,no
8630,45,-547,3,214,-1,admin.,unknown,married,no,no
11744,57,9689,20,313,-1,technician,unknown,married,no,no
42096,57,1832,2,131,-1,management,cellular,married,no,no
43417,50,82,5,456,-1,blue-collar,telephone,married,no,yes
33435,43,1892,20,378,-1,blue-collar,cellular,married,no,no
6588,49,181,28,230,-1,technician,unknown,divorced,no,no
42356,33,334,25,87,-1,management,cellular,married,no,no
18772,36,1594,31,544,-1,management,cellular,married,no,no
44982,46,171,11,251,430,admin.,cellular,married,no,no
23035,32,5167,26,10,-1,management,cellular,single,no,no
39104,33,235,18,525,-1,admin.,cellular,single,no,yes
31595,48,4459,3,439,240,admin.,cellular,married,no,no
6156,33,-1040,27,130,-1,technician,unknown,married,no,no
4515,56,8741,20,318,-1,entrepreneur,unknown,married,no,no
40570,27,2489,15,323,163,management,cellular,single,no,yes
14529,42,-145,15,231,-1,blue-collar,cellular,married,no,no
21873,41,75,20,351,-1,technician,cellular,divorced,no,no
8067,29,493,2,132,-1,technician,unknown,married,no,no
6911,28,3331,28,229,-1,services,unknown,single,no,no
29660,32,272,3,188,209,management,cellular,married,no,no
44863,33,224,23,409,92,management,cellular,single,no,yes
27714,28,290,27,24,-1,student,telephone,single,no,no
23772,34,603,28,787,-1,management,cellular,single,no,no
17091,25,-23,25,936,-1,blue-collar,cellular,married,no,no
17168,37,0,28,62,-1,management,telephone,married,no,no
4011,27,0,16,89,-1,management,unknown,single,yes,no
20044,52,432,8,424,-1,services,cellular,married,no,no
24184,44,1631,17,81,195,entrepreneur,cellular,married,no,no
3386,47,39,15,160,-1,blue-collar,unknown,married,no,no
648,41,65,6,524,-1,management,unknown,married,no,no
23051,35,6,26,130,-1,admin.,cellular,married,no,no
9778,41,16431,9,139,-1,blue-collar,unknown,married,no,no
14600,53,4143,15,200,-1,blue-collar,cellular,married,no,no
31104,57,403,17,63,-1,blue-collar,telephone,married,no,no
40469,40,35,3,318,317,services,cellular,married,no,no
12274,50,1318,24,146,-1,admin.,unknown,single,no,no
26023,46,15,19,314,-1,services,cellular,divorced,no,no
9537,43,1260,6,17,-1,blue-collar,unknown,divorced,no,no
4957,32,1067,21,39,-1,blue-collar,unknown,single,no,no
40603,58,4605,4,197,-1,housemaid,cellular,married,no,no
32097,52,2904,15,201,272,services,cellular,married,no,no
40158,38,1187,5,76,123,management,cellular,married,no,no
3567,24,758,15,129,-1,blue-collar,unknown,single,no,no
19559,57,7747,7,102,-1,self-employed,cellular,married,no,no
33336,56,159,20,132,-1,services,cellular,married,no,no
36662,30,8563,12,109,351,self-employed,cellular,married,no,no
33051,32,94,17,1013,-1,technician,cellular,married,no,no
19723,41,768,7,229,-1,management,cellular,married,no,no
30016,44,272,4,219,205,blue-collar,cellular,divorced,no,no
32267,33,322,16,77,-1,management,cellular,married,no,no
28285,34,276,29,216,-1,management,cellular,married,no,no
8081,51,6,2,193,-1,management,unknown,divorced,no,no
24211,43,1648,17,80,-1,technician,cellular,divorced,no,no
26843,35,5639,20,945,-1,blue-collar,cellular,married,no,yes
3521,49,3061,15,155,-1,services,unknown,single,no,no
16232,57,1741,23,364,-1,technician,cellular,married,no,no
35160,53,0,7,263,-1,blue-collar,cellular,married,no,no
6879,26,407,28,346,-1,blue-collar,unknown,married,no,no
26615,59,1083,20,125,-1,management,cellular,married,no,no
32447,66,525,16,287,-1,retired,telephone,married,no,no
6798,39,638,28,83,-1,blue-collar,unknown,married,no,no
3877,32,29,16,132,-1,blue-collar,unknown,single,no,no
41571,47,1013,15,170,92,technician,cellular,divorced,no,yes
5011,28,858,21,371,-1,unemployed,unknown,married,no,no
35910,46,355,8,122,338,services,cellular,divorced,no,no
6456,27,0,27,185,-1,unemployed,unknown,single,no,no
13759,30,167,10,255,-1,blue-collar,cellular,married,no,yes
25387,30,1131,18,189,144,blue-collar,cellular,married,no,no
24416,43,-36,17,190,104,technician,cellular,divorced,no,no
19734,56,0,7,152,-1,blue-collar,cellular,married,no,no
36400,55,154,11,70,367,management,telephone,married,no,no
33384,31,631,20,211,152,blue-collar,cellular,married,no,no
41012,57,1198,13,146,-1,housemaid,cellular,divorced,no,no
29152,38,661,2,366,-1,management,cellular,married,no,no
34964,47,-216,6,197,282,blue-collar,cellular,married,no,no
25251,58,5037,18,1437,-1,management,cellular,divorced,no,yes
27008,45,2519,21,470,-1,admin.,cellular,divorced,no,no
24268,44,1034,17,73,-1,management,cellular,married,no,no
40623,62,3340,4,259,35,retired,cellular,married,no,no
6670,30,0,28,58,-1,technician,unknown,single,no,no
22384,53,0,22,107,-1,blue-collar,cellular,married,no,no
19096,47,718,5,195,-1,admin.,cellular,married,no,no
21011,39,99,14,170,-1,technician,cellular,married,no,no
6995,54,192,28,157,-1,management,unknown,divorced,no,no
4271,43,1040,19,552,-1,services,unknown,divorced,no,yes
12501,29,101,2,143,-1,technician,unknown,single,no,no
16128,44,722,22,269,-1,unknown,telephone,married,no,no
751,54,254,6,66,-1,blue-collar,unknown,married,no,no
27770,38,127,28,70,-1,blue-collar,cellular,single,no,no
35929,59,0,8,130,-1,management,cellular,married,no,no
107,34,61,5,21,-1,admin.,unknown,married,no,no
20464,49,1269,12,117,-1,unknown,cellular,married,no,no
5723,42,193,26,262,-1,unemployed,unknown,divorced,no,no
22095,33,0,21,102,-1,management,cellular,married,no,no
12954,47,1152,7,260,-1,housemaid,telephone,married,no,no
12562,61,313,3,42,-1,retired,unknown,married,no,no
4536,33,4897,20,151,-1,management,unknown,single,no,no
40700,63,8103,7,258,-1,retired,cellular,married,no,no
39639,34,402,26,147,-1,management,cellular,married,no,no
28177,45,-90,29,128,192,management,cellular,divorced,no,no
11474,47,989,19,116,-1,admin.,unknown,married,no,no
11807,45,0,20,74,-1,blue-collar,unknown,married,no,no
38968,23,279,18,843,370,services,cellular,single,no,yes
10376,39,1397,12,10,-1,blue-collar,unknown,married,no,no
36413,48,-470,11,410,292,services,cellular,single,yes,no
2730,44,633,13,1032,-1,blue-collar,unknown,single,no,no
11305,37,0,18,77,-1,services,unknown,divorced,no,no
18956,52,7192,4,1486,-1,management,cellular,married,no,yes
42511,28,1705,17,412,-1,blue-collar,cellular,single,no,yes
44219,33,183,16,457,182,technician,cellular,married,no,yes
22015,54,390,20,68,-1,unknown,cellular,married,no,no
27721,39,616,8,170,-1,technician,telephone,married,no,no
36788,30,0,12,271,349,blue-collar,cellular,single,no,no
10352,40,3944,12,64,-1,housemaid,unknown,married,no,no
36748,28,-31,12,369,-1,admin.,cellular,married,no,no
37569,31,466,14,164,-1,management,cellular,married,no,no
13953,44,-101,10,99,-1,admin.,cellular,single,no,no
8205,30,173,2,184,-1,technician,unknown,married,no,no
3714,26,246,16,1143,-1,blue-collar,unknown,married,no,yes
29269,26,494,2,237,-1,blue-collar,cellular,single,no,no
36296,32,-616,11,74,-1,self-employed,cellular,single,no,no
14683,42,0,15,257,-1,technician,cellular,married,no,no
40676,73,5539,6,338,-1,retired,telephone,married,no,yes
33951,55,357,30,878,-1,retired,cellular,married,no,no
44132,66,53,12,562,-1,retired,cellular,divorced,no,yes
30893,33,1029,9,345,-1,technician,cellular,married,no,no
4150,42,14752,19,107,-1,housemaid,unknown,married,no,no
44155,36,62,13,311,91,management,cellular,single,no,yes
9527,28,3430,6,72,-1,blue-collar,unknown,single,no,no
20936,59,684,13,48,-1,management,cellular,single,no,no
7907,46,324,30,293,-1,blue-collar,unknown,single,no,no
10112,51,196,11,98,-1,admin.,unknown,single,no,no
42084,47,1725,30,183,-1,unemployed,cellular,married,no,no
9373,38,0,6,414,-1,unknown,unknown,married,no,no
45174,62,272,11,289,92,blue-collar,cellular,married,no,yes
36105,47,298,11,183,-1,admin.,cellular,married,no,no
1669,33,120,9,250,-1,blue-collar,unknown,married,no,no
12065,58,0,20,22,-1,management,unknown,married,no,no
17703,57,1301,29,63,-1,services,cellular,married,no,no
7957,38,-10,2,137,-1,self-employed,unknown,married,no,no
14140,58,0,11,116,-1,admin.,cellular,married,no,no
14275,34,800,14,103,-1,technician,cellular,married,no,no
15261,37,0,17,91,-1,management,cellular,married,yes,no
32381,37,2848,16,280,147,blue-collar,cellular,married,no,no
25672,51,5403,19,698,-1,entrepreneur,cellular,married,no,no
30224,57,297,5,633,-1,management,cellular,married,no,no
4267,28,3238,19,7,-1,management,unknown,single,no,no
30800,31,690,6,92,-1,admin.,cellular,single,no,no
13855,40,2158,10,277,-1,blue-collar,cellular,married,no,no
42884,33,0,4,111,98,admin.,cellular,married,no,no
24103,58,372,29,11,-1,management,unknown,divorced,no,yes
31442,23,1004,30,114,-1,management,cellular,single,no,no
44360,35,980,2,428,336,self-employed,cellular,married,no,no
19778,45,162,8,130,-1,blue-collar,cellular,married,no,no
42466,41,1077,9,207,387,unemployed,telephone,married,no,yes
28816,33,300,30,922,-1,entrepreneur,cellular,single,no,yes
6768,24,288,28,185,-1,technician,unknown,single,no,no
20004,32,0,8,83,-1,management,cellular,married,no,no
39807,48,332,1,262,-1,housemaid,cellular,married,no,no
16416,26,321,23,638,-1,entrepreneur,cellular,married,no,no
21585,55,2537,19,97,-1,management,cellular,married,no,no
32710,32,1415,17,645,345,blue-collar,cellular,single,no,no
32990,30,-172,17,282,329,services,cellular,single,no,no
6334,43,3257,27,120,-1,management,unknown,divorced,no,no
35984,44,140,8,324,268,technician,cellular,single,no,no
44541,28,-62,12,17,-1,management,unknown,single,no,no
38699,39,-529,15,22,175,technician,cellular,single,no,no
15526,35,145,18,799,-1,entrepreneur,cellular,single,no,yes
2059,39,507,12,150,-1,unemployed,unknown,divorced,no,no
22237,45,0,21,144,-1,management,cellular,married,no,no
14343,32,-169,14,310,-1,admin.,telephone,married,no,no
2246,50,1114,12,298,-1,admin.,unknown,married,no,no
16826,32,4612,24,937,-1,services,cellular,divorced,no,no
10920,45,0,17,161,-1,housemaid,unknown,married,yes,no
5908,34,1640,26,160,-1,management,unknown,single,no,no
31003,27,-172,9,125,-1,admin.,cellular,single,no,no
38047,47,1358,14,80,-1,admin.,cellular,married,no,no
14181,50,1840,11,184,-1,technician,cellular,single,no,no
35369,27,37,7,125,364,student,cellular,single,no,no
6621,26,265,28,593,-1,entrepreneur,unknown,single,no,no
17142,31,1767,25,395,-1,entrepreneur,telephone,divorced,no,no
7453,37,1053,29,194,-1,blue-collar,unknown,married,no,no
26360,36,11675,20,48,-1,management,cellular,married,no,no
4575,33,105,20,360,-1,technician,unknown,married,no,no
23718,31,-564,28,49,-1,technician,cellular,single,no,no
13299,41,17,8,117,-1,blue-collar,cellular,married,no,no
35109,34,1254,6,77,-1,technician,cellular,married,no,no
3140,29,416,14,1118,-1,blue-collar,unknown,married,no,no
19942,31,535,8,81,-1,technician,cellular,married,no,no
42900,29,308,4,162,184,management,cellular,single,no,no
42179,53,1356,9,371,96,management,cellular,married,no,no
8853,35,300,4,81,-1,blue-collar,unknown,married,no,no
33424,30,262,20,15,343,blue-collar,cellular,married,no,no
17814,39,738,29,90,-1,technician,cellular,married,no,no
11047,50,580,17,88,-1,services,unknown,divorced,no,no
32820,24,-220,17,401,15,blue-collar,cellular,married,no,no
2848,25,329,14,158,-1,unknown,unknown,single,no,no
11546,59,1115,19,834,-1,retired,unknown,married,no,yes
37961,46,196,14,29,-1,admin.,telephone,married,no,no
11660,38,3054,20,24,-1,blue-collar,unknown,single,no,no
3750,38,1146,16,84,-1,blue-collar,unknown,single,no,no
28193,27,254,29,194,188,self-employed,cellular,married,yes,no
42675,50,2955,14,166,-1,admin.,cellular,married,no,no
8191,47,1208,2,339,-1,management,unknown,divorced,no,no
21447,38,173,18,205,-1,self-employed,cellular,married,no,no
8921,39,217,4,341,-1,admin.,unknown,married,no,no
6473,36,-295,27,132,-1,services,unknown,single,no,no
15830,47,273,21,91,-1,blue-collar,cellular,married,no,no
17847,32,1,29,123,-1,technician,cellular,married,no,no
42478,64,43,10,232,-1,retired,cellular,married,no,yes
12511,37,0,2,372,-1,services,unknown,single,no,no
43462,25,1857,13,295,187,blue-collar,cellular,single,no,yes
29643,42,-97,3,216,271,blue-collar,cellular,married,no,no
375,49,143,6,83,-1,blue-collar,unknown,single,no,no
29368,65,1948,2,102,-1,retired,cellular,married,no,no
15731,45,210,21,623,-1,management,cellular,married,no,no
45073,37,203,21,759,90,management,cellular,married,no,yes
28554,29,1366,29,90,245,management,cellular,married,no,no
35051,33,519,6,175,-1,admin.,telephone,married,no,no
12726,41,484,7,321,-1,blue-collar,cellular,married,no,no
20889,47,1303,13,68,-1,blue-collar,cellular,married,no,no
13428,26,25,9,94,-1,services,cellular,married,no,no
21347,33,134,18,79,-1,management,cellular,single,no,no
42554,43,4216,24,150,195,services,cellular,married,no,yes
1874,33,92,9,127,-1,blue-collar,unknown,single,no,no
24925,31,482,18,183,-1,admin.,cellular,single,no,no
31456,29,250,31,371,257,management,cellular,married,no,no
15050,52,1405,17,753,-1,blue-collar,cellular,married,no,yes
789,59,836,7,106,-1,retired,unknown,married,no,no
1210,55,325,8,693,-1,blue-collar,unknown,single,no,no
4490,31,121,20,187,-1,admin.,unknown,single,no,no
9671,36,1245,6,1469,-1,self-employed,unknown,married,no,yes
15088,31,528,17,143,-1,blue-collar,cellular,single,no,no
3152,46,2612,14,414,-1,blue-collar,unknown,single,no,no
13881,33,1786,10,209,-1,blue-collar,cellular,married,no,no
41945,27,3792,22,504,183,blue-collar,cellular,single,no,yes
17663,36,-129,29,121,-1,unemployed,cellular,married,no,no
18270,46,1114,31,87,-1,management,cellular,married,no,no
41364,38,748,31,98,-1,blue-collar,cellular,married,no,no
8438,38,1221,3,258,-1,management,unknown,married,no,no
37327,37,513,13,134,362,blue-collar,cellular,married,no,no
9240,49,550,5,412,-1,technician,unknown,married,no,no
44481,52,0,9,145,94,technician,cellular,married,no,no
38101,40,252,15,103,-1,self-employed,cellular,married,no,no
29984,34,98,4,268,-1,entrepreneur,cellular,married,no,no
14507,52,0,15,231,-1,blue-collar,cellular,divorced,no,no
38994,27,-195,18,391,-1,services,cellular,single,no,yes
10875,55,11,17,150,-1,blue-collar,unknown,married,no,no
25900,59,1881,19,456,-1,management,cellular,married,no,no
18490,40,1954,31,1107,-1,blue-collar,cellular,married,no,yes
26641,32,901,20,140,-1,admin.,cellular,married,no,no
22556,59,0,22,347,-1,retired,cellular,married,no,no
